t,stimulus,x,y,t.stim,subid
3.933,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,458,342,3.96667,ettest1-eye_data Samples.txt
5.133,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,458,344,0.533333,ettest1-eye_data Samples.txt
8.332,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,458,337,3.73333,ettest1-eye_data Samples.txt
60.727,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,458,323,2.5,ettest1-eye_data Samples.txt
60.994,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,458,295,2.76667,ettest1-eye_data Samples.txt
61.127,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,458,293,2.9,ettest1-eye_data Samples.txt
61.294,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,458,291,3.06667,ettest1-eye_data Samples.txt
63.76,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,458,332,1.06667,ettest1-eye_data Samples.txt
117.854,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,458,340,1.23333,ettest1-eye_data Samples.txt
127.953,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,458,318,2.3,ettest1-eye_data Samples.txt
145.918,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,458,324,2.33333,ettest1-eye_data Samples.txt
1.267,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,459,341,1.3,ettest1-eye_data Samples.txt
1.866,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,459,334,1.9,ettest1-eye_data Samples.txt
5.999,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,459,344,1.4,ettest1-eye_data Samples.txt
8.232,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,459,329,3.63333,ettest1-eye_data Samples.txt
8.266,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,459,329,3.66667,ettest1-eye_data Samples.txt
46.262,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,459,262,1.5,ettest1-eye_data Samples.txt
58.694,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,459,308,0.466667,ettest1-eye_data Samples.txt
63.693,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,459,356,1,ettest1-eye_data Samples.txt
66.426,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,459,291,3.73333,ettest1-eye_data Samples.txt
90.457,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,459,371,0.8,ettest1-eye_data Samples.txt
127.386,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,459,309,1.73333,ettest1-eye_data Samples.txt
128.02,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,459,314,2.36667,ettest1-eye_data Samples.txt
128.053,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,459,323,2.4,ettest1-eye_data Samples.txt
5.166,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,460,348,0.566667,ettest1-eye_data Samples.txt
78.092,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,460,359,1.93333,ettest1-eye_data Samples.txt
79.325,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,460,316,3.16667,ettest1-eye_data Samples.txt
79.358,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,460,317,3.2,ettest1-eye_data Samples.txt
91.624,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,460,366,1.96667,ettest1-eye_data Samples.txt
112.588,6e158c1a1867b500f3a157f7f928b8e3_1920x1080.avi,460,310,0.4,ettest1-eye_data Samples.txt
117.821,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,460,342,1.2,ettest1-eye_data Samples.txt
127.986,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,460,324,2.33333,ettest1-eye_data Samples.txt
128.253,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,460,306,2.6,ettest1-eye_data Samples.txt
1.833,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,461,336,1.86667,ettest1-eye_data Samples.txt
3.6,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,461,374,3.63333,ettest1-eye_data Samples.txt
5.066,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,461,346,0.466667,ettest1-eye_data Samples.txt
5.966,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,461,358,1.36667,ettest1-eye_data Samples.txt
7.399,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,461,343,2.8,ettest1-eye_data Samples.txt
8.299,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,461,332,3.7,ettest1-eye_data Samples.txt
58.827,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,461,309,0.6,ettest1-eye_data Samples.txt
60.827,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,461,314,2.6,ettest1-eye_data Samples.txt
61.06,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,461,286,2.83333,ettest1-eye_data Samples.txt
61.26,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,461,295,3.03333,ettest1-eye_data Samples.txt
63.427,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,461,415,0.733333,ettest1-eye_data Samples.txt
63.593,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,461,363,0.9,ettest1-eye_data Samples.txt
79.258,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,461,304,3.1,ettest1-eye_data Samples.txt
128.12,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,461,315,2.46667,ettest1-eye_data Samples.txt
139.385,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,461,309,0.233333,ettest1-eye_data Samples.txt
147.084,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,461,320,3.5,ettest1-eye_data Samples.txt
3.5,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,462,372,3.53333,ettest1-eye_data Samples.txt
3.566,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,462,374,3.6,ettest1-eye_data Samples.txt
6.533,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,462,338,1.93333,ettest1-eye_data Samples.txt
7.466,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,462,345,2.86667,ettest1-eye_data Samples.txt
8.166,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,462,338,3.56667,ettest1-eye_data Samples.txt
8.199,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,462,330,3.6,ettest1-eye_data Samples.txt
58.794,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,462,311,0.566667,ettest1-eye_data Samples.txt
61.027,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,462,288,2.8,ettest1-eye_data Samples.txt
61.094,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,462,290,2.86667,ettest1-eye_data Samples.txt
61.227,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,462,300,3,ettest1-eye_data Samples.txt
63.56,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,462,385,0.866667,ettest1-eye_data Samples.txt
90.524,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,462,362,0.866667,ettest1-eye_data Samples.txt
95.323,bc901ff396ef76b9a15b0873b806a707_1920x1080.avi,462,351,1.1,ettest1-eye_data Samples.txt
101.756,7b3f72d3264160acd9cfd968bd8b2972_1920x1080.avi,462,361,3.06667,ettest1-eye_data Samples.txt
127.92,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,462,324,2.26667,ettest1-eye_data Samples.txt
0.933,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,463,363,0.966667,ettest1-eye_data Samples.txt
1.3,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,463,339,1.33333,ettest1-eye_data Samples.txt
1.8,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,463,334,1.83333,ettest1-eye_data Samples.txt
3.866,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,463,349,3.9,ettest1-eye_data Samples.txt
7.499,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,463,350,2.9,ettest1-eye_data Samples.txt
60.76,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,463,318,2.53333,ettest1-eye_data Samples.txt
90.49,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,463,365,0.833333,ettest1-eye_data Samples.txt
90.557,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,463,361,0.9,ettest1-eye_data Samples.txt
90.59,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,463,359,0.933333,ettest1-eye_data Samples.txt
95.257,bc901ff396ef76b9a15b0873b806a707_1920x1080.avi,463,350,1.03333,ettest1-eye_data Samples.txt
112.555,6e158c1a1867b500f3a157f7f928b8e3_1920x1080.avi,463,303,0.366667,ettest1-eye_data Samples.txt
119.921,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,463,326,3.3,ettest1-eye_data Samples.txt
135.019,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,463,353,0.3,ettest1-eye_data Samples.txt
145.885,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,463,325,2.3,ettest1-eye_data Samples.txt
0.967,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,464,350,1,ettest1-eye_data Samples.txt
2.266,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,464,337,2.3,ettest1-eye_data Samples.txt
3.9,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,464,356,3.93333,ettest1-eye_data Samples.txt
5.033,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,464,346,0.433333,ettest1-eye_data Samples.txt
5.866,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,464,393,1.26667,ettest1-eye_data Samples.txt
5.933,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,464,374,1.33333,ettest1-eye_data Samples.txt
7.433,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,464,347,2.83333,ettest1-eye_data Samples.txt
58.727,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,464,318,0.5,ettest1-eye_data Samples.txt
60.794,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,464,319,2.56667,ettest1-eye_data Samples.txt
60.927,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,464,310,2.7,ettest1-eye_data Samples.txt
60.96,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,464,297,2.73333,ettest1-eye_data Samples.txt
63.66,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,464,337,0.966667,ettest1-eye_data Samples.txt
79.225,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,464,311,3.06667,ettest1-eye_data Samples.txt
79.425,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,464,322,3.26667,ettest1-eye_data Samples.txt
119.954,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,464,316,3.33333,ettest1-eye_data Samples.txt
128.087,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,464,309,2.43333,ettest1-eye_data Samples.txt
131.219,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,464,326,0.966667,ettest1-eye_data Samples.txt
145.785,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,464,328,2.2,ettest1-eye_data Samples.txt
145.851,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,464,328,2.26667,ettest1-eye_data Samples.txt
4.999,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,465,345,0.4,ettest1-eye_data Samples.txt
7.366,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,465,343,2.76667,ettest1-eye_data Samples.txt
58.561,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,465,283,0.333333,ettest1-eye_data Samples.txt
58.86,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,465,309,0.633333,ettest1-eye_data Samples.txt
58.961,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,465,312,0.733333,ettest1-eye_data Samples.txt
60.894,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,465,302,2.66667,ettest1-eye_data Samples.txt
79.292,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,465,311,3.13333,ettest1-eye_data Samples.txt
79.458,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,465,319,3.3,ettest1-eye_data Samples.txt
79.492,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,465,315,3.33333,ettest1-eye_data Samples.txt
79.525,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,465,318,3.36667,ettest1-eye_data Samples.txt
79.558,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,465,314,3.4,ettest1-eye_data Samples.txt
90.757,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,465,349,1.1,ettest1-eye_data Samples.txt
117.721,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,465,352,1.1,ettest1-eye_data Samples.txt
119.887,80fac479ce0071ae2def244fd1a0b624_1920x1080.avi,465,328,3.26667,ettest1-eye_data Samples.txt
127.82,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,465,318,2.16667,ettest1-eye_data Samples.txt
127.887,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,465,316,2.23333,ettest1-eye_data Samples.txt
128.22,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,465,308,2.56667,ettest1-eye_data Samples.txt
128.286,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,465,309,2.63333,ettest1-eye_data Samples.txt
131.253,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,465,327,1,ettest1-eye_data Samples.txt
0.9,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,466,353,0.933333,ettest1-eye_data Samples.txt
1.367,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,466,338,1.4,ettest1-eye_data Samples.txt
5.899,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,466,374,1.3,ettest1-eye_data Samples.txt
7.566,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,466,335,2.96667,ettest1-eye_data Samples.txt
8.132,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,466,333,3.53333,ettest1-eye_data Samples.txt
48.328,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,466,312,3.56667,ettest1-eye_data Samples.txt
60.66,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,466,349,2.43333,ettest1-eye_data Samples.txt
63.627,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,466,343,0.933333,ettest1-eye_data Samples.txt
79.192,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,466,307,3.03333,ettest1-eye_data Samples.txt
79.858,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,466,323,3.7,ettest1-eye_data Samples.txt
90.624,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,466,350,0.966667,ettest1-eye_data Samples.txt
112.655,6e158c1a1867b500f3a157f7f928b8e3_1920x1080.avi,466,313,0.466667,ettest1-eye_data Samples.txt
127.487,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,466,304,1.83333,ettest1-eye_data Samples.txt
128.186,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,466,311,2.53333,ettest1-eye_data Samples.txt
128.353,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,466,299,2.7,ettest1-eye_data Samples.txt
134.986,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,466,322,0.266667,ettest1-eye_data Samples.txt
145.751,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,466,325,2.16667,ettest1-eye_data Samples.txt
1.767,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,467,335,1.8,ettest1-eye_data Samples.txt
4.966,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,467,351,0.366667,ettest1-eye_data Samples.txt
7.533,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,467,343,2.93333,ettest1-eye_data Samples.txt
22.864,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,467,290,0.333333,ettest1-eye_data Samples.txt
48.262,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,467,298,3.5,ettest1-eye_data Samples.txt
58.66,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,467,300,0.433333,ettest1-eye_data Samples.txt
64.56,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,467,313,1.86667,ettest1-eye_data Samples.txt
79.158,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,467,311,3,ettest1-eye_data Samples.txt
79.392,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,467,319,3.23333,ettest1-eye_data Samples.txt
79.592,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,467,316,3.43333,ettest1-eye_data Samples.txt
90.657,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,467,348,1,ettest1-eye_data Samples.txt
91.224,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,467,366,1.56667,ettest1-eye_data Samples.txt
91.657,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,467,366,2,ettest1-eye_data Samples.txt
127.42,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,467,308,1.76667,ettest1-eye_data Samples.txt
127.553,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,467,304,1.9,ettest1-eye_data Samples.txt
127.853,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,467,320,2.2,ettest1-eye_data Samples.txt
3.633,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,468,372,3.66667,ettest1-eye_data Samples.txt
46.862,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,468,260,2.1,ettest1-eye_data Samples.txt
58.76,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,468,317,0.533333,ettest1-eye_data Samples.txt
58.894,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,468,315,0.666667,ettest1-eye_data Samples.txt
79.792,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,468,326,3.63333,ettest1-eye_data Samples.txt
79.825,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,468,321,3.66667,ettest1-eye_data Samples.txt
127.52,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,468,305,1.86667,ettest1-eye_data Samples.txt
3.666,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,469,371,3.7,ettest1-eye_data Samples.txt
5.733,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,469,410,1.13333,ettest1-eye_data Samples.txt
46.295,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,469,255,1.53333,ettest1-eye_data Samples.txt
48.228,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,469,263,3.46667,ettest1-eye_data Samples.txt
63.727,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,469,356,1.03333,ettest1-eye_data Samples.txt
78.058,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,469,355,1.9,ettest1-eye_data Samples.txt
79.125,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,469,313,2.96667,ettest1-eye_data Samples.txt
79.758,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,469,321,3.6,ettest1-eye_data Samples.txt
90.724,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,469,349,1.06667,ettest1-eye_data Samples.txt
112.621,6e158c1a1867b500f3a157f7f928b8e3_1920x1080.avi,469,318,0.433333,ettest1-eye_data Samples.txt
129.653,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,469,279,4,ettest1-eye_data Samples.txt
1.733,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,470,333,1.76667,ettest1-eye_data Samples.txt
5.799,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,470,405,1.2,ettest1-eye_data Samples.txt
7.599,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,470,335,3,ettest1-eye_data Samples.txt
22.931,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,470,278,0.4,ettest1-eye_data Samples.txt
36.296,195310ba291af69fae67db9a9c5e3503_1920x1080.avi,470,298,0.466667,ettest1-eye_data Samples.txt
46.328,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,470,258,1.56667,ettest1-eye_data Samples.txt
48.528,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,470,279,3.76667,ettest1-eye_data Samples.txt
64.46,4d794750d894b1a2b4b16f7748c3065d_1920x1080.avi,470,303,1.76667,ettest1-eye_data Samples.txt
77.525,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,470,324,1.36667,ettest1-eye_data Samples.txt
79.625,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,470,311,3.46667,ettest1-eye_data Samples.txt
81.691,090377ceeb24fe42f0b74d558463cdbb_1920x1080.avi,470,353,1.1,ettest1-eye_data Samples.txt
91.69,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,470,362,2.03333,ettest1-eye_data Samples.txt
91.724,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,470,364,2.06667,ettest1-eye_data Samples.txt
103.456,2551788d6aa340fa05d317c7440b10f6_1920x1080.avi,470,363,0.166667,ettest1-eye_data Samples.txt
127.62,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,470,306,1.96667,ettest1-eye_data Samples.txt
129.553,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,470,286,3.9,ettest1-eye_data Samples.txt
131.353,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,470,338,1.1,ettest1-eye_data Samples.txt
1.7,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,471,335,1.73333,ettest1-eye_data Samples.txt
3.533,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,471,374,3.56667,ettest1-eye_data Samples.txt
4.9,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,471,354,0.3,ettest1-eye_data Samples.txt
4.933,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,471,353,0.333333,ettest1-eye_data Samples.txt
6.633,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,471,331,2.03333,ettest1-eye_data Samples.txt
7.333,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,471,348,2.73333,ettest1-eye_data Samples.txt
8.099,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,471,336,3.5,ettest1-eye_data Samples.txt
23.064,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,471,286,0.533333,ettest1-eye_data Samples.txt
36.196,195310ba291af69fae67db9a9c5e3503_1920x1080.avi,471,289,0.366667,ettest1-eye_data Samples.txt
46.962,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,471,268,2.2,ettest1-eye_data Samples.txt
48.462,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,471,294,3.7,ettest1-eye_data Samples.txt
77.892,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,471,373,1.73333,ettest1-eye_data Samples.txt
79.092,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,471,315,2.93333,ettest1-eye_data Samples.txt
79.658,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,471,312,3.5,ettest1-eye_data Samples.txt
79.692,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,471,314,3.53333,ettest1-eye_data Samples.txt
79.892,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,471,326,3.73333,ettest1-eye_data Samples.txt
81.591,090377ceeb24fe42f0b74d558463cdbb_1920x1080.avi,471,361,1,ettest1-eye_data Samples.txt
90.69,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,471,349,1.03333,ettest1-eye_data Samples.txt
90.79,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,471,348,1.13333,ettest1-eye_data Samples.txt
95.29,bc901ff396ef76b9a15b0873b806a707_1920x1080.avi,471,351,1.06667,ettest1-eye_data Samples.txt
95.357,bc901ff396ef76b9a15b0873b806a707_1920x1080.avi,471,354,1.13333,ettest1-eye_data Samples.txt
127.72,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,471,312,2.06667,ettest1-eye_data Samples.txt
127.753,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,471,314,2.1,ettest1-eye_data Samples.txt
128.32,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,471,294,2.66667,ettest1-eye_data Samples.txt
129.486,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,471,286,3.83333,ettest1-eye_data Samples.txt
135.052,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,471,338,0.333333,ettest1-eye_data Samples.txt
4.733,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,472,353,0.133333,ettest1-eye_data Samples.txt
4.833,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,472,353,0.233333,ettest1-eye_data Samples.txt
5.766,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,472,408,1.16667,ettest1-eye_data Samples.txt
22.898,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,472,277,0.366667,ettest1-eye_data Samples.txt
23.031,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,472,281,0.5,ettest1-eye_data Samples.txt
79.058,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,472,305,2.9,ettest1-eye_data Samples.txt
79.725,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,472,319,3.56667,ettest1-eye_data Samples.txt
81.725,090377ceeb24fe42f0b74d558463cdbb_1920x1080.avi,472,342,1.13333,ettest1-eye_data Samples.txt
90.857,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,472,352,1.2,ettest1-eye_data Samples.txt
91.757,fc001c1f01c2f8828c92b25d320ce460_1920x1080.avi,472,363,2.1,ettest1-eye_data Samples.txt
127.587,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,472,307,1.93333,ettest1-eye_data Samples.txt
129.52,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,472,286,3.86667,ettest1-eye_data Samples.txt
145.818,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,472,329,2.23333,ettest1-eye_data Samples.txt
0.867,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,473,369,0.9,ettest1-eye_data Samples.txt
3.833,5c24dc9177d235c028e914f1b1373878_1920x1080.avi,473,361,3.86667,ettest1-eye_data Samples.txt
4.866,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,473,348,0.266667,ettest1-eye_data Samples.txt
5.666,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,473,404,1.06667,ettest1-eye_data Samples.txt
7.299,63c34d3a8c9fb074ee3cca74f178a718_1920x1080.avi,473,346,2.7,ettest1-eye_data Samples.txt
22.964,f0676bf5aaee3f0016fb5ca70a8b96ec_1920x1080.avi,473,281,0.433333,ettest1-eye_data Samples.txt
36.329,195310ba291af69fae67db9a9c5e3503_1920x1080.avi,473,303,0.5,ettest1-eye_data Samples.txt
47.028,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,473,270,2.26667,ettest1-eye_data Samples.txt
47.062,3e695b7f738926fa83f11b6a54f11fb5_1920x1080.avi,473,273,2.3,ettest1-eye_data Samples.txt
58.627,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,473,299,0.4,ettest1-eye_data Samples.txt
58.927,ef924b8f7ab0742c2282881012493c55_1920x1080.avi,473,309,0.7,ettest1-eye_data Samples.txt
77.558,728db2b054c3d1304ac6a66165cb0b80_1920x1080.avi,473,329,1.4,ettest1-eye_data Samples.txt
