## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\gaze_xsit_01\081101-[3aba74d7-cafb-4dbd-9de6-9e45eefb73b9]\081101-eye_data.idf
## Date:	11.08.2015 10:34:02
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4467                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	081101                                                                                                                                                                                                                                                          
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044602-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
315001346	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
327164993	MSG	1	# Message: 5c24dc9177d235c028e914f1b1373878_1920x1080.avi
327200639	SMP	1	1667.58	737.32	1361.50	747.94	14.10	14.10	2.55	14.28	14.28	2.56	1660.56	740.97	1670.09	741.03	1357.98	750.59	1367.42	750.64	855.16	599.78	855.16	599.78	0	1	1	2	-1	-1	-60.21	3.46	590.12	-3.63	1.68	595.66	0.01	0.13	-0.99	0.05	0.10	-0.99	0	 -1	
327233520	SMP	1	1668.11	737.64	1362.23	747.76	14.34	14.34	2.55	14.40	14.40	2.56	1661.07	740.97	1670.69	741.00	1358.50	750.49	1367.91	750.52	856.18	602.50	856.18	602.50	0	1	1	2	-1	-1	-60.29	3.46	589.90	-3.72	1.70	595.86	0.01	0.12	-0.99	0.04	0.10	-0.99	0	 -1	
327266828	SMP	1	1668.91	737.08	1362.93	747.17	14.43	14.43	2.55	14.23	14.23	2.56	1661.89	740.62	1671.49	740.59	1359.39	749.94	1368.70	750.01	859.72	598.59	859.72	598.59	0	1	1	2	-1	-1	-60.43	3.53	589.76	-3.88	1.80	596.31	0.01	0.13	-0.99	0.05	0.11	-0.99	0	 -1	
327300244	SMP	1	1669.83	736.53	1363.79	746.75	14.24	14.24	2.55	14.42	14.42	2.56	1662.77	740.02	1672.35	740.14	1360.43	749.45	1369.61	749.46	862.18	598.16	862.18	598.16	0	1	1	2	-1	-1	-60.58	3.63	589.68	-4.07	1.90	597.17	0.01	0.13	-0.99	0.05	0.10	-0.99	0	 -1	
327333633	SMP	1	1670.75	735.97	1364.80	745.89	14.47	14.47	2.55	14.26	14.26	2.56	1663.70	739.37	1673.28	739.44	1361.30	748.67	1370.57	748.74	863.65	597.37	863.65	597.37	0	1	1	2	-1	-1	-60.75	3.76	589.63	-4.25	2.05	597.43	0.01	0.12	-0.99	0.05	0.11	-0.99	0	 -1	
327366819	SMP	1	1671.74	735.28	1365.51	745.29	14.25	14.25	2.55	14.43	14.43	2.56	1664.64	738.90	1674.10	738.85	1362.11	748.07	1371.40	748.05	866.06	594.90	866.06	594.90	0	1	1	2	-1	-1	-60.95	3.86	589.95	-4.41	2.17	597.79	0.01	0.13	-0.99	0.06	0.10	-0.99	0	 -1	
327400227	SMP	1	1672.53	735.20	1366.55	744.90	14.43	14.43	2.55	14.16	14.16	2.56	1665.50	738.85	1675.04	738.80	1363.04	747.70	1372.38	747.84	865.85	594.05	865.85	594.05	0	1	1	2	-1	-1	-61.12	3.87	590.00	-4.59	2.22	597.82	0.01	0.13	-0.99	0.05	0.11	-0.99	0	 -1	
327433514	SMP	1	1673.61	735.44	1367.59	744.87	14.42	14.42	2.55	14.17	14.17	2.56	1666.55	738.91	1676.06	738.87	1364.05	747.64	1373.44	747.67	866.06	595.52	866.06	595.52	0	1	1	2	-1	-1	-61.33	3.86	590.14	-4.78	2.25	597.87	0.01	0.13	-0.99	0.05	0.10	-0.99	0	 -1	
