## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\gaze_xsit_01\081201-[85548b0f-14cf-4bac-89ef-a1ce9728c5b6]\081201-eye_data.idf
## Date:	12.08.2015 13:32:29
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4431                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	081201                                                                                                                                                                                                                                                          
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044602-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
466144304	MSG	1	# Message: 8b86f09171cd2952482360b33cb50ebd_1920x1080.avi
466171121	SMP	1	1776.32	764.78	1399.94	774.85	17.68	17.68	2.74	17.46	17.46	2.64	1776.65	765.78	1788.94	765.06	1402.85	776.14	1415.95	776.24	1728.12	1063.82	1728.12	1063.82	0	1	1	2	-1	-1	-72.01	-0.97	517.13	-10.51	-2.66	503.40	0.34	0.02	-0.94	0.33	0.05	-0.94	0	 -1	
466204507	SMP	1	1775.59	764.48	1399.32	774.74	17.98	17.98	2.76	17.61	17.61	2.64	1775.89	765.42	1788.07	765.03	1402.13	776.17	1415.21	776.23	1722.98	1059.83	1722.98	1059.83	0	1	1	2	-1	-1	-71.99	-0.94	517.99	-10.40	-2.67	503.69	0.34	0.03	-0.94	0.32	0.05	-0.95	0	 -1	
466237844	SMP	1	1774.90	764.07	1398.40	774.58	17.86	17.86	2.76	17.57	17.57	2.65	1775.01	765.00	1787.27	764.88	1401.40	776.11	1414.36	775.87	1726.19	1060.01	1726.19	1060.01	0	1	1	2	-1	-1	-71.86	-0.89	517.99	-10.30	-2.64	504.74	0.33	0.03	-0.94	0.33	0.05	-0.94	0	 -1	
466271116	SMP	1	1774.27	763.78	1397.60	774.50	18.15	18.15	2.78	17.68	17.68	2.68	1774.38	764.59	1786.47	764.43	1400.74	775.88	1412.28	775.82	1734.37	1066.31	1734.37	1066.31	0	1	1	2	-1	-1	-71.89	-0.82	519.06	-10.64	-2.76	532.60	0.33	0.03	-0.94	0.32	0.05	-0.94	0	 -1	
466304523	SMP	1	1775.16	762.89	1398.14	773.85	18.00	18.00	2.78	17.46	17.46	2.67	1774.68	764.05	1787.76	763.86	1400.74	775.55	1413.71	775.51	1689.31	1051.83	1689.31	1051.83	0	1	1	2	-1	-1	-70.94	-0.72	511.32	-10.21	-2.57	505.46	0.32	0.04	-0.95	0.31	0.06	-0.95	0	 -1	
466337782	SMP	1	1791.23	750.64	1413.42	761.29	17.96	17.96	2.75	17.05	17.05	2.65	1783.24	757.60	1797.55	757.61	1408.97	769.04	1422.35	768.93	1009.93	522.50	1009.93	522.50	0	1	1	2	-1	-1	-68.15	0.29	481.14	-11.52	-1.52	503.90	0.10	0.22	-0.97	0.09	0.25	-0.96	0	 -1	
466371120	SMP	1	1791.35	750.20	1414.51	760.35	18.26	18.26	2.73	17.19	17.19	2.64	1783.40	757.40	1797.73	757.58	1409.44	768.51	1422.78	768.47	990.02	502.59	990.02	502.59	0	1	1	2	-1	-1	-68.13	0.31	480.81	-11.59	-1.44	503.62	0.10	0.23	-0.97	0.07	0.27	-0.96	0	 -1	
466404439	SMP	1	1791.95	750.00	1414.73	760.24	18.17	18.17	2.72	17.40	17.40	2.64	1784.00	757.19	1798.42	757.18	1409.50	768.17	1422.93	768.16	984.91	506.46	984.91	506.46	0	1	1	2	-1	-1	-68.09	0.35	479.86	-11.59	-1.38	502.69	0.11	0.22	-0.97	0.07	0.26	-0.96	0	 -1	
466437770	SMP	1	1792.41	749.37	1414.71	759.06	18.37	18.37	2.71	17.51	17.51	2.64	1784.58	756.42	1798.91	756.40	1409.70	767.01	1422.90	767.02	986.92	508.04	986.92	508.04	0	1	1	2	-1	-1	-68.16	0.47	479.77	-11.61	-1.20	502.97	0.11	0.22	-0.97	0.07	0.26	-0.96	0	 -1	
466471098	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	 -1	
466504558	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	 -1	
466537751	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	 -1	
466571090	SMP	1	0.00	0.00	1415.45	750.71	0.00	0.00	0.00	18.18	18.18	2.66	0.00	0.00	0.00	0.00	1410.78	762.44	1423.47	762.43	988.78	126.00	988.78	126.00	0	0	1	1	-1	-1	0.00	0.00	0.00	-11.81	-0.47	505.98	0.00	0.00	0.00	0.07	0.38	-0.92	0	 -1	
466604412	SMP	1	1793.59	742.08	1415.97	752.11	18.15	18.15	2.70	18.11	18.11	2.68	1786.12	752.98	1800.08	752.92	1411.17	763.23	1424.15	763.36	986.08	183.00	986.08	183.00	0	1	1	2	-1	-1	-68.75	1.00	482.47	-11.86	-0.61	504.61	0.11	0.34	-0.94	0.08	0.36	-0.93	0	 -1	
466637747	SMP	1	1793.80	742.47	1416.22	752.20	18.26	18.26	2.69	17.93	17.93	2.68	1786.39	753.27	1800.34	753.17	1411.39	763.43	1424.35	763.48	985.75	185.03	985.75	185.03	0	1	1	2	-1	-1	-68.91	0.96	483.28	-11.90	-0.63	505.01	0.11	0.33	-0.94	0.07	0.37	-0.93	0	 -1	
466671154	SMP	1	1793.95	742.56	1416.41	752.09	18.48	18.48	2.70	18.14	18.14	2.70	1786.47	753.32	1800.38	753.24	1411.67	763.27	1424.56	763.43	985.67	185.27	985.67	185.27	0	1	1	2	-1	-1	-69.02	0.95	484.04	-11.96	-0.62	505.72	0.11	0.33	-0.94	0.08	0.37	-0.93	0	 -1	
466704479	SMP	1	1793.99	742.64	1416.58	752.03	18.67	18.67	2.71	18.35	18.35	2.71	1786.59	753.39	1800.38	753.35	1411.63	763.20	1424.77	763.37	984.72	185.96	984.72	185.96	0	1	1	2	-1	-1	-69.25	0.94	485.57	-11.95	-0.61	504.63	0.11	0.33	-0.94	0.07	0.37	-0.93	0	 -1	
466737770	SMP	1	1793.79	743.60	1417.10	753.17	18.37	18.37	2.70	18.02	18.02	2.71	1786.44	753.91	1800.30	753.80	1411.91	763.75	1425.16	763.94	983.62	207.08	983.62	207.08	0	1	1	2	-1	-1	-69.23	0.87	485.55	-11.98	-0.69	503.91	0.11	0.32	-0.94	0.07	0.35	-0.94	0	 -1	
466771065	SMP	1	1794.06	743.28	1417.01	752.68	18.47	18.47	2.71	17.96	17.96	2.71	1786.61	753.67	1800.42	753.54	1411.89	763.56	1424.92	763.59	982.05	204.37	982.05	204.37	0	1	1	2	-1	-1	-69.36	0.91	486.31	-11.98	-0.65	504.62	0.11	0.32	-0.94	0.07	0.35	-0.93	0	 -1	
466804404	SMP	1	1794.10	743.28	1417.00	752.89	18.55	18.55	2.71	18.02	18.02	2.72	1786.59	753.62	1800.39	753.52	1411.91	763.44	1425.03	763.62	980.83	215.55	980.83	215.55	0	1	1	2	-1	-1	-69.41	0.92	486.67	-11.98	-0.64	504.32	0.11	0.32	-0.94	0.07	0.35	-0.94	0	 -1	
466837729	SMP	1	1793.76	743.18	1416.80	752.93	18.64	18.64	2.72	18.09	18.09	2.72	1786.36	753.52	1800.22	753.46	1411.76	763.56	1424.62	763.55	979.99	217.80	979.99	217.80	0	1	1	2	-1	-1	-69.38	0.93	486.67	-11.97	-0.65	505.45	0.11	0.32	-0.94	0.07	0.35	-0.94	0	 -1	
466871075	SMP	1	1793.37	742.98	1416.30	752.81	18.70	18.70	2.73	18.19	18.19	2.73	1785.96	753.35	1799.82	753.24	1411.30	763.56	1424.37	763.41	980.38	219.16	980.38	219.16	0	1	1	2	-1	-1	-69.34	0.96	486.85	-11.90	-0.64	504.86	0.11	0.32	-0.94	0.07	0.35	-0.94	0	 -1	
466904419	SMP	1	1793.01	743.03	1415.71	752.94	18.99	18.99	2.74	18.34	18.34	2.74	1785.45	753.32	1799.35	753.18	1410.84	763.63	1423.68	763.59	979.44	220.91	979.44	220.91	0	1	1	2	-1	-1	-69.27	0.96	486.86	-11.83	-0.66	505.81	0.11	0.32	-0.94	0.07	0.35	-0.93	0	 -1	
466937724	SMP	1	1792.49	743.19	1415.25	752.89	18.90	18.90	2.75	18.25	18.25	2.74	1784.99	753.35	1798.95	753.31	1410.23	763.69	1423.29	763.69	978.54	221.40	978.54	221.40	0	1	1	2	-1	-1	-69.18	0.95	486.72	-11.73	-0.67	505.24	0.11	0.32	-0.94	0.07	0.35	-0.93	0	 -1	
466971067	SMP	1	1792.14	743.12	1414.95	753.23	18.89	18.89	2.75	18.40	18.40	2.75	1784.72	753.48	1798.56	753.40	1409.89	763.81	1423.05	763.99	978.17	224.23	978.17	224.23	0	1	1	2	-1	-1	-69.18	0.94	487.05	-11.68	-0.70	505.02	0.11	0.32	-0.94	0.07	0.35	-0.93	0	 -1	
467004379	SMP	1	1792.20	742.92	1414.91	753.16	18.97	18.97	2.76	18.65	18.65	2.76	1784.69	753.33	1798.50	753.30	1409.81	763.79	1422.91	763.84	976.86	225.48	976.86	225.48	0	1	1	2	-1	-1	-69.23	0.96	487.44	-11.67	-0.69	505.20	0.11	0.32	-0.94	0.07	0.35	-0.94	0	 -1	
467037713	SMP	1	1792.20	742.89	1414.88	753.28	19.13	19.13	2.77	18.71	18.71	2.78	1784.72	753.21	1798.60	753.25	1409.89	764.02	1422.99	763.95	976.69	226.80	976.69	226.80	0	1	1	2	-1	-1	-69.25	0.97	487.56	-11.68	-0.72	505.27	0.11	0.32	-0.94	0.07	0.35	-0.93	0	 -1	
467071044	SMP	1	1793.99	744.62	1416.67	754.79	19.52	19.52	2.79	18.53	18.53	2.78	1785.41	754.33	1799.47	754.40	1410.88	764.97	1424.06	765.05	946.93	240.45	946.93	240.45	0	1	1	2	-1	-1	-69.35	0.79	487.36	-11.84	-0.88	504.99	0.08	0.30	-0.95	0.05	0.33	-0.94	0	 -1	
467104677	SMP	1	1799.04	752.77	1424.45	763.09	19.67	19.67	2.81	18.75	18.75	2.79	1787.53	758.53	1801.78	758.80	1415.69	769.56	1429.05	769.76	689.87	622.00	689.87	622.00	0	1	1	2	-1	-1	-69.61	0.13	486.81	-12.60	-1.62	504.07	-0.01	0.18	-0.98	-0.04	0.22	-0.98	0	 -1	
467137696	SMP	1	1800.06	754.16	1424.23	763.98	19.61	19.61	2.82	18.44	18.44	2.79	1788.17	759.61	1802.66	759.88	1415.23	770.53	1428.65	770.75	681.12	629.82	681.12	629.82	0	1	1	2	-1	-1	-69.48	-0.04	485.09	-12.51	-1.78	503.26	-0.01	0.17	-0.98	-0.05	0.22	-0.97	0	 -1	
467171027	SMP	1	1800.84	754.35	1424.37	763.88	20.04	20.04	2.85	18.21	18.21	2.78	1788.93	760.02	1803.29	760.09	1415.63	770.69	1428.93	770.83	680.20	625.49	680.20	625.49	0	1	1	2	-1	-1	-69.52	-0.08	484.64	-12.56	-1.80	503.02	-0.02	0.18	-0.98	-0.05	0.23	-0.97	0	 -1	
467204360	SMP	1	1801.46	754.57	1425.07	764.17	20.20	20.20	2.87	18.67	18.67	2.79	1789.50	760.20	1803.98	760.39	1416.06	770.73	1429.45	770.81	677.36	628.87	677.36	628.87	0	1	1	2	-1	-1	-69.39	-0.12	483.07	-12.62	-1.80	502.26	-0.01	0.18	-0.98	-0.05	0.22	-0.97	0	 -1	
467237691	SMP	1	1802.30	754.47	1425.51	763.81	19.87	19.87	2.87	18.38	18.38	2.78	1790.32	760.30	1804.70	760.47	1416.72	770.54	1429.92	770.63	676.58	625.20	676.58	625.20	0	1	1	2	-1	-1	-69.46	-0.14	482.76	-12.71	-1.77	502.47	-0.02	0.18	-0.98	-0.05	0.22	-0.97	0	 -1	
467271027	SMP	1	1804.02	755.13	1427.70	764.34	20.63	20.63	2.90	19.12	19.12	2.80	1791.34	760.26	1805.69	760.48	1417.91	770.33	1431.08	770.54	629.52	649.20	629.52	649.20	0	1	1	2	-1	-1	-69.55	-0.13	482.25	-12.90	-1.74	502.51	-0.04	0.16	-0.99	-0.08	0.20	-0.98	0	 -1	
467304629	SMP	1	1805.01	755.65	1428.62	764.91	20.28	20.28	2.91	19.53	19.53	2.83	1792.23	760.71	1806.46	761.00	1418.72	770.69	1431.87	770.90	608.93	668.29	608.93	668.29	0	1	1	2	-1	-1	-69.69	-0.21	482.38	-13.03	-1.80	502.47	-0.04	0.16	-0.99	-0.08	0.19	-0.98	0	 -1	
467337670	SMP	1	1805.14	755.73	1428.80	765.00	20.17	20.17	2.92	19.43	19.43	2.85	1792.33	760.99	1806.53	761.17	1418.75	770.99	1431.92	771.05	599.07	665.29	599.07	665.29	0	1	1	2	-1	-1	-69.67	-0.24	482.15	-13.03	-1.84	502.37	-0.04	0.17	-0.99	-0.09	0.20	-0.98	0	 -1	
467371011	SMP	1	1805.33	755.83	1428.81	765.12	20.45	20.45	2.93	19.28	19.28	2.86	1792.52	761.09	1806.72	761.21	1418.88	771.10	1432.05	771.22	598.00	667.87	598.00	667.87	0	1	1	2	-1	-1	-69.67	-0.25	481.91	-13.05	-1.86	502.23	-0.04	0.17	-0.99	-0.08	0.20	-0.98	0	 -1	
467404339	SMP	1	1805.70	755.96	1428.99	765.26	20.61	20.61	2.94	19.38	19.38	2.87	1792.66	761.07	1807.11	761.26	1419.09	771.07	1432.26	771.23	595.52	676.43	595.52	676.43	0	1	1	2	-1	-1	-69.54	-0.25	480.77	-13.08	-1.86	502.18	-0.05	0.16	-0.99	-0.08	0.19	-0.98	0	 -1	
467437675	SMP	1	1794.52	756.10	1416.66	765.20	21.12	21.12	2.97	18.99	18.99	2.87	1786.76	760.92	1801.09	760.95	1412.74	771.29	1426.07	771.24	1049.40	675.29	1049.40	675.29	0	1	1	2	-1	-1	-68.62	-0.22	480.71	-12.07	-1.87	501.70	0.11	0.15	-0.98	0.11	0.20	-0.97	0	 -1	
467470998	SMP	1	1784.40	757.29	1408.97	767.42	21.33	21.33	2.99	20.21	20.21	2.90	1781.01	761.27	1795.24	761.30	1408.33	772.09	1421.41	771.88	1369.61	771.93	1369.61	771.93	0	1	1	2	-1	-1	-67.75	-0.27	480.80	-11.36	-1.99	502.06	0.24	0.12	-0.96	0.21	0.15	-0.97	0	 -1	
467504431	SMP	1	1784.68	757.82	1408.76	768.00	21.36	21.36	3.01	20.52	20.52	2.93	1781.59	761.87	1795.76	761.74	1408.34	772.49	1421.47	772.48	1382.50	780.09	1382.50	780.09	0	1	1	2	-1	-1	-67.85	-0.35	480.87	-11.36	-2.07	502.13	0.25	0.12	-0.96	0.22	0.15	-0.96	0	 -1	
467537656	SMP	1	1784.89	757.91	1408.80	767.88	21.48	21.48	3.03	20.07	20.07	2.95	1781.87	761.95	1796.16	761.85	1408.42	772.50	1421.57	772.32	1389.88	780.99	1389.88	780.99	0	1	1	2	-1	-1	-67.85	-0.37	480.55	-11.38	-2.06	502.19	0.25	0.12	-0.96	0.22	0.15	-0.96	0	 -1	
467570989	SMP	1	1785.48	758.19	1409.06	767.82	21.65	21.65	3.05	20.32	20.32	2.97	1782.23	762.04	1796.57	762.04	1408.71	772.56	1421.96	772.42	1390.67	780.78	1390.67	780.78	0	1	1	2	-1	-1	-67.88	-0.39	480.30	-11.43	-2.07	502.01	0.25	0.12	-0.96	0.22	0.16	-0.96	0	 -1	
467604325	SMP	1	1786.20	758.52	1409.87	767.92	21.53	21.53	3.07	20.29	20.29	2.98	1783.03	762.33	1797.37	762.26	1409.42	772.57	1422.50	772.54	1390.74	783.35	1390.74	783.35	0	1	1	2	-1	-1	-67.98	-0.43	480.16	-11.54	-2.08	502.35	0.25	0.12	-0.96	0.22	0.15	-0.96	0	 -1	
467637644	SMP	1	1786.91	758.17	1410.30	767.86	21.81	21.81	3.09	20.53	20.53	3.00	1783.75	762.03	1797.99	762.05	1409.81	772.46	1423.13	772.35	1391.26	784.66	1391.26	784.66	0	1	1	2	-1	-1	-68.10	-0.39	480.31	-11.61	-2.06	502.10	0.25	0.12	-0.96	0.22	0.15	-0.96	0	 -1	
467670997	SMP	1	1795.11	759.35	1417.58	768.91	22.37	22.37	3.12	20.67	20.67	3.02	1787.84	762.79	1802.36	762.77	1414.11	773.25	1427.56	773.22	1091.50	798.38	1091.50	798.38	0	1	1	2	-1	-1	-68.69	-0.50	479.92	-12.30	-2.18	501.67	0.13	0.11	-0.99	0.13	0.14	-0.98	0	 -1	
467704339	SMP	1	1808.56	762.85	1433.43	772.07	22.26	22.26	3.14	20.95	20.95	3.05	1795.10	764.53	1809.34	764.64	1422.93	774.70	1436.28	774.79	566.25	993.80	566.25	993.80	0	1	1	2	-1	-1	-69.82	-0.77	480.23	-13.69	-2.43	501.57	-0.06	0.06	-1.00	-0.10	0.09	-0.99	0	 -1	
467737643	SMP	1	1809.26	763.68	1433.60	772.83	22.45	22.45	3.16	21.12	21.12	3.07	1795.89	765.36	1810.24	765.42	1423.07	775.33	1436.45	775.25	557.35	999.43	557.35	999.43	0	1	1	2	-1	-1	-69.94	-0.90	480.16	-13.71	-2.51	501.33	-0.06	0.05	-1.00	-0.10	0.08	-0.99	0	 -1	
467770969	SMP	1	1810.01	764.16	1434.08	772.93	22.35	22.35	3.18	21.20	21.20	3.09	1796.64	765.76	1810.90	765.77	1423.66	775.46	1437.00	775.39	553.02	1002.07	553.02	1002.07	0	1	1	2	-1	-1	-70.06	-0.95	480.28	-13.79	-2.53	501.13	-0.06	0.05	-1.00	-0.10	0.09	-0.99	0	 -1	
467804311	SMP	1	1810.85	764.35	1434.70	772.82	22.54	22.54	3.20	21.41	21.41	3.11	1797.46	765.90	1811.68	765.89	1424.30	775.38	1437.69	775.34	553.85	1003.14	553.85	1003.14	0	1	1	2	-1	-1	-70.21	-0.97	480.43	-13.89	-2.52	500.75	-0.06	0.05	-1.00	-0.09	0.09	-0.99	0	 -1	
467837630	SMP	1	1814.63	764.86	1438.63	773.56	22.56	22.56	3.21	21.75	21.75	3.14	1799.42	765.95	1813.55	766.01	1426.78	775.33	1439.93	775.43	408.57	1035.73	408.57	1035.73	0	1	1	2	-1	-1	-70.53	-0.99	480.68	-14.27	-2.52	501.07	-0.12	0.04	-0.99	-0.14	0.06	-0.99	0	 -1	
467870965	SMP	1	1818.19	766.16	1442.90	774.55	22.30	22.30	3.22	21.82	21.82	3.17	1801.70	766.63	1815.64	766.53	1429.82	775.61	1442.64	775.80	282.25	1117.47	282.25	1117.47	0	1	1	2	-1	-1	-70.97	-1.08	481.39	-14.77	-2.58	502.46	-0.16	0.02	-0.99	-0.19	0.04	-0.98	0	 -1	
467904308	SMP	1	1818.53	765.95	1443.18	774.63	22.20	22.20	3.22	21.52	21.52	3.18	1801.89	766.47	1815.90	766.48	1429.76	775.55	1442.56	775.67	267.29	1124.21	267.29	1124.21	0	1	1	2	-1	-1	-71.06	-1.07	481.72	-14.79	-2.57	503.48	-0.16	0.02	-0.99	-0.20	0.04	-0.98	0	 -1	
467937623	SMP	1	1818.70	765.99	1443.10	774.68	22.42	22.42	3.23	21.81	21.81	3.20	1802.23	766.55	1815.96	766.46	1429.71	775.61	1442.40	775.83	260.87	1125.27	260.87	1125.27	0	1	1	2	-1	-1	-71.32	-1.07	483.33	-14.82	-2.60	505.26	-0.16	0.02	-0.99	-0.20	0.04	-0.98	0	 -1	
467970957	SMP	1	1818.81	766.14	1442.99	774.77	22.34	22.34	3.24	21.79	21.79	3.22	1802.29	766.60	1816.07	766.54	1429.59	775.77	1442.41	775.90	258.58	1127.29	258.58	1127.29	0	1	1	2	-1	-1	-71.44	-1.09	484.03	-14.82	-2.62	505.33	-0.16	0.02	-0.99	-0.20	0.04	-0.98	0	 -1	
468004286	SMP	1	1818.67	765.75	1442.93	774.44	22.32	22.32	3.25	21.65	21.65	3.23	1802.15	766.21	1816.07	766.22	1429.58	775.50	1442.25	775.70	256.50	1125.39	256.50	1125.39	0	1	1	2	-1	-1	-71.44	-1.03	484.12	-14.85	-2.59	507.11	-0.16	0.02	-0.99	-0.20	0.04	-0.98	0	 -1	
468037614	SMP	1	1810.40	756.37	1432.99	765.40	22.28	22.28	3.25	21.03	21.03	3.22	1797.35	761.51	1811.59	761.61	1423.71	771.14	1437.02	771.12	597.02	685.64	597.02	685.64	0	1	1	2	-1	-1	-70.58	-0.32	483.09	-13.85	-1.86	503.17	-0.05	0.16	-0.99	-0.06	0.19	-0.98	0	 -1	
468070939	SMP	1	1805.64	753.30	1429.93	762.40	22.10	22.10	3.25	20.95	20.95	3.21	1794.52	759.43	1808.75	759.56	1421.81	769.23	1435.06	769.23	727.15	592.12	727.15	592.12	0	1	1	2	-1	-1	-70.15	0.00	483.11	-13.55	-1.55	503.28	0.01	0.19	-0.98	-0.02	0.22	-0.97	0	 -1	
468104304	SMP	1	1805.46	753.39	1429.40	762.71	22.17	22.17	3.25	21.00	21.00	3.20	1794.50	759.49	1808.78	759.63	1421.25	769.37	1434.57	769.57	732.06	594.13	732.06	594.13	0	1	1	2	-1	-1	-70.12	-0.01	482.92	-13.45	-1.59	502.73	0.01	0.19	-0.98	-0.02	0.22	-0.97	0	 -1	
468137600	SMP	1	1805.29	753.96	1429.09	763.14	22.35	22.35	3.25	20.74	20.74	3.19	1794.23	760.03	1808.69	759.99	1420.82	769.98	1434.03	769.95	730.68	596.11	730.68	596.11	0	1	1	2	-1	-1	-69.97	-0.08	482.10	-13.39	-1.67	503.22	0.01	0.19	-0.98	-0.03	0.22	-0.97	0	 -1	
468170936	SMP	1	1805.20	753.93	1428.70	763.23	22.29	22.29	3.25	20.67	20.67	3.18	1794.19	760.11	1808.52	760.07	1420.58	770.11	1433.85	770.18	733.06	593.45	733.06	593.45	0	1	1	2	-1	-1	-69.97	-0.09	482.15	-13.34	-1.70	502.82	0.01	0.19	-0.98	-0.02	0.23	-0.97	0	 -1	
468204261	SMP	1	1805.17	753.98	1428.35	763.16	22.15	22.15	3.25	20.81	20.81	3.17	1794.09	760.16	1808.46	760.17	1420.26	770.20	1433.62	770.25	734.41	590.72	734.41	590.72	0	1	1	2	-1	-1	-69.91	-0.10	481.88	-13.28	-1.71	502.20	0.01	0.19	-0.98	-0.02	0.23	-0.97	0	 -1	
468237593	SMP	1	1805.32	754.20	1428.53	763.48	22.38	22.38	3.25	20.60	20.60	3.16	1794.12	760.34	1808.53	760.39	1420.22	770.38	1433.59	770.58	732.45	590.45	732.45	590.45	0	1	1	2	-1	-1	-69.85	-0.13	481.38	-13.27	-1.75	501.87	0.01	0.19	-0.98	-0.03	0.23	-0.97	0	 -1	
468270921	SMP	1	1809.77	756.03	1433.41	765.40	22.56	22.56	3.26	21.02	21.02	3.16	1796.46	761.12	1810.71	761.24	1423.21	771.15	1436.29	771.38	560.61	676.14	560.61	676.14	0	1	1	2	-1	-1	-70.24	-0.26	481.72	-13.76	-1.88	503.30	-0.06	0.16	-0.99	-0.09	0.19	-0.98	0	 -1	
468304459	SMP	1	1809.61	756.16	1432.97	765.66	22.11	22.11	3.25	20.56	20.56	3.15	1796.10	761.30	1810.37	761.55	1422.53	771.53	1435.61	771.72	548.23	670.94	548.23	670.94	0	1	1	2	-1	-1	-70.16	-0.29	481.52	-13.65	-1.94	503.42	-0.06	0.16	-0.98	-0.10	0.20	-0.98	0	 -1	
468337634	SMP	1	1809.10	756.73	1432.30	766.48	21.88	21.88	3.24	20.73	20.73	3.15	1795.55	762.05	1809.72	762.11	1421.90	772.26	1434.94	772.52	543.16	670.09	543.16	670.09	0	1	1	2	-1	-1	-70.10	-0.39	481.73	-13.56	-2.06	503.76	-0.07	0.17	-0.98	-0.10	0.20	-0.98	0	 -1	
468370916	SMP	1	1808.43	756.90	1431.83	766.58	21.72	21.72	3.23	20.62	20.62	3.14	1795.05	762.20	1809.34	762.33	1421.19	772.39	1434.31	772.71	541.08	670.26	541.08	670.26	0	1	1	2	-1	-1	-69.96	-0.42	481.26	-13.44	-2.08	503.49	-0.06	0.17	-0.98	-0.11	0.20	-0.97	0	 -1	
468404243	SMP	1	1808.05	757.03	1431.31	766.77	21.93	21.93	3.22	20.41	20.41	3.13	1794.66	762.38	1808.73	762.56	1420.93	772.72	1433.93	772.90	539.19	663.71	539.19	663.71	0	1	1	2	-1	-1	-69.96	-0.45	481.77	-13.40	-2.13	503.90	-0.06	0.17	-0.98	-0.10	0.20	-0.97	0	 -1	
468437574	SMP	1	1807.45	757.27	1430.91	767.10	21.97	21.97	3.22	20.85	20.85	3.13	1794.10	762.53	1808.34	762.63	1420.35	772.85	1433.48	773.05	539.06	671.77	539.06	671.77	0	1	1	2	-1	-1	-69.82	-0.47	481.29	-13.31	-2.15	503.39	-0.06	0.17	-0.98	-0.11	0.19	-0.98	0	 -1	
468470977	SMP	1	1806.96	757.15	1430.39	767.15	21.95	21.95	3.22	20.78	20.78	3.13	1793.51	762.50	1807.74	762.70	1419.85	772.97	1432.90	773.06	537.91	670.84	537.91	670.84	0	1	1	2	-1	-1	-69.71	-0.47	481.17	-13.23	-2.16	503.55	-0.06	0.17	-0.98	-0.11	0.19	-0.98	0	 -1	
